time spent so far, current solution cost, current qty moves
-2.98921e+09,511619,0
7e-06,511576,1
0.012668,511551,2
0.023798,511541,3
0.084141,511522,4
0.158354,511518,5
0.521514,511513,9
0.69601,511511,10
0.764929,511507,12
0.814214,511499,13
0.830639,511496,14
1.25057,511488,15
1.28811,511485,16
5.20779,511472,86
5.25131,511465,87
6.54007,511461,127
6.66292,511446,128
10.382,511426,211
10.4938,511420,213
10.6571,511418,214
10.9441,511402,215
11.0051,511400,216
15.5164,511385,331
15.5775,511379,332
28.2846,511379,1190
