time spent so far, current solution cost, current qty moves
-3.15139e+09,511655,0
8e-06,511610,1
0.050903,511583,2
0.071443,511558,3
0.086027,511542,4
0.101592,511530,5
0.162557,511518,6
0.679363,511516,13
1.0782,511514,14
1.4967,511501,19
1.65948,511500,20
4.05452,511494,63
4.09478,511492,64
4.83304,511490,71
5.50175,511489,76
5.74014,511469,79
5.84974,511456,82
6.33275,511444,83
6.64811,511435,84
7.03408,511431,89
7.08197,511430,90
16.5397,511419,244
16.5529,511417,245
16.9393,511409,248
40.2765,511409,1241
