time spent so far, current solution cost, current qty moves
-2.9375e+09,511271,0
6e-06,511224,1
0.033499,511203,2
0.045731,511202,3
0.119761,511194,6
0.4244,511185,7
0.669046,511176,8
0.715031,511172,9
0.750766,511134,10
1.25551,511112,12
1.37948,511084,13
1.88901,511071,19
1.91555,511069,20
2.2421,511051,21
2.25951,511030,22
2.47525,511025,23
2.51759,511000,24
4.17276,510996,47
4.44381,510988,48
4.45145,510985,49
4.89353,510968,54
5.3499,510959,66
5.37173,510949,67
5.68238,510940,68
6.09676,510936,69
6.48685,510931,70
8.41042,510931,615
