time spent so far, current solution cost, current qty moves
-3.02009e+09,511485,0
1e-06,511459,1
0.046125,511443,2
0.097679,511433,3
0.190242,511424,4
0.22064,511417,5
50.9849,511414,362
51.0112,511404,363
51.1799,511395,364
51.198,511360,365
51.5345,511345,366
51.5451,511339,367
51.8443,511328,368
51.8674,511326,369
65.1316,511319,461
65.1921,511310,462
65.2437,511304,463
102.439,511302,729
102.814,511295,731
102.865,511292,732
103.049,511291,733
103.922,511280,738
103.967,511273,739
104.017,511266,740
104.354,511262,741
106.046,511259,751
106.098,511256,752
280.298,511256,2003
