time spent so far, current solution cost, current qty moves
-3.02538e+09,763898,0
3e-06,763865,1
0.179735,763832,2
0.229689,763817,3
0.394276,763805,4
0.522338,763804,5
2.14128,763788,6
2.26041,763772,7
3.10191,763737,8
3.17852,763735,9
3.27394,763723,10
3.92326,763709,11
3.95836,763705,12
5.01598,763701,13
17.6563,763690,34
19.2825,763676,35
19.4539,763672,36
19.5922,763643,37
19.9728,763622,38
20.1389,763619,39
23.0461,763618,44
23.1954,763613,45
23.3007,763610,46
145.161,763587,291
145.334,763565,292
186.517,763561,380
186.621,763554,381
186.738,763552,382
187.981,763548,386
192.142,763535,391
192.182,763532,392
1190.69,763532,2268
