time spent so far, current solution cost, current qty moves
-2.81969e+09,763970,0
1e-06,763960,1
0.198142,763958,2
0.376852,763945,3
0.531361,763940,4
0.650849,763925,5
1.70356,763920,6
1.81514,763911,7
2.57728,763905,8
2.75728,763894,9
2.93063,763887,10
3.01319,763875,11
3.68692,763864,12
3.72043,763850,13
4.79718,763841,17
4.92562,763839,18
4.96184,763838,19
6.58505,763837,20
6.77696,763822,21
7.79053,763800,22
7.86346,763799,23
8.16931,763797,24
8.27016,763791,25
8.56848,763784,26
8.74571,763783,27
17.3636,763765,39
17.5291,763756,40
18.0879,763755,43
18.1712,763748,44
24.5499,763728,55
24.6025,763727,56
1005.26,763727,1932
