time spent so far, current solution cost, current qty moves
-3.08222e+09,511485,0
3e-06,511459,1
0.049021,511443,2
0.099519,511433,3
0.192804,511424,4
0.224357,511417,5
13.9739,511416,87
14.4123,511414,88
22.3816,511411,148
22.5415,511389,151
22.5929,511388,152
23.5743,511380,156
23.6136,511377,157
23.6459,511374,158
31.5953,511370,207
31.651,511355,208
50.0447,511350,339
50.0986,511348,340
50.1831,511344,342
51.1405,511329,348
51.5067,511327,349
53.4411,511322,359
53.4989,511316,360
53.5749,511299,361
53.8709,511298,365
62.2266,511291,423
62.324,511286,424
62.6708,511268,425
70.1826,511267,479
70.2318,511257,480
70.9895,511256,484
71.0048,511254,485
71.3112,511246,488
71.355,511224,489
71.7029,511214,490
149.863,511201,1053
150.016,511198,1054
276.695,511188,1945
454.508,511188,3196
