time spent so far, current solution cost, current qty moves
-3.1135e+09,511619,0
2e-06,511576,1
0.013035,511551,2
0.024371,511541,3
0.083922,511522,4
0.159774,511518,5
0.524887,511513,8
0.70034,511511,9
0.771341,511507,11
0.820427,511499,12
0.838473,511496,13
1.26141,511488,14
1.29933,511485,15
8.0764,511480,74
8.11507,511471,75
8.17146,511465,76
8.80968,511461,80
8.86458,511456,81
9.15302,511452,82
9.40825,511446,85
9.51683,511442,86
9.6474,511439,87
9.67025,511437,88
10.1115,511432,92
10.3999,511427,93
20.0225,511418,169
20.0838,511410,170
20.0974,511403,171
20.1152,511378,172
20.2842,511377,173
20.5284,511373,174
20.5647,511342,175
94.517,511336,767
94.7751,511331,769
102.54,511325,827
102.59,511322,828
102.755,511320,829
117.739,511319,941
119.049,511317,953
119.152,511309,955
265.3,511304,2087
265.354,511301,2088
265.391,511295,2089
266.229,511290,2093
322.273,511283,2532
345.337,511275,2695
429.045,511271,3354
451.471,511266,3526
619.636,511266,4777
