time spent so far, current solution cost, current qty moves
-2.86219e+09,764045,0
3e-06,763996,1
0.033058,763961,2
0.190652,763934,3
0.339783,763920,4
0.429707,763905,5
1.58073,763886,6
1.61019,763870,7
1.78065,763868,8
3.05402,763847,9
3.14413,763842,10
3.7338,763838,11
4.9093,763836,12
5.83737,763812,14
142.444,763800,281
142.48,763794,282
144.205,763792,284
157.761,763789,309
157.901,763777,310
158.055,763770,311
159.748,763763,312
159.791,763760,313
159.917,763755,314
160.974,763723,315
164.175,763714,319
261.932,763703,521
262.021,763689,522
263.465,763679,523
263.658,763671,524
263.808,763668,525
264.137,763659,528
1270.39,763659,2404
