time spent so far, current solution cost, current qty moves
-3.09637e+09,511627,0
2e-06,511603,1
0.062355,511592,2
0.363849,511589,3
0.429736,511567,4
0.692471,511560,5
0.726768,511546,6
0.744536,511529,7
1.08945,511521,8
1.14215,511506,9
1.27817,511492,10
1.30845,511473,11
1.33718,511470,12
1.34957,511458,13
1.49928,511443,14
1.53831,511415,15
1.54886,511413,16
1.97872,511399,18
2.04144,511374,19
2.38813,511372,21
2.43863,511317,22
3.63391,511293,27
3.7628,511286,30
4.11745,511247,31
15.8767,511231,122
16.1514,511229,123
16.5693,511216,124
183.043,511216,1375
