time spent so far, current solution cost, current qty moves
-3.18397e+09,511570,0
2e-06,511549,1
0.054897,511530,2
0.185791,511499,4
0.198647,511490,5
0.241872,511488,6
0.488266,511474,7
0.542382,511464,8
0.561783,511459,9
0.571202,511457,10
1.17854,511445,12
2.48157,511438,19
2.53219,511431,20
3.45648,511430,27
7.05495,511428,48
7.10632,511417,49
7.16712,511409,50
7.20586,511396,51
7.5261,511356,52
8.80024,511349,61
8.83077,511336,62
8.89388,511327,63
8.94219,511279,64
9.36081,511278,65
9.38046,511272,66
176.648,511272,1317
