B1.1,50413,0.455318
B1.2,54009,0.36086
B1.3,52329,0.327959
B1.4,46393,0.338519
B1.5,51278,0.346475
B1.6,52689,0.366135
B1.7,36495,0.311865
B1.8,49994,0.302705
B1.9,50595,0.361203
B1.10,47688,0.333455
C1.1,45369,0.289404
C1.2,30938,0.250261
C1.3,50271,0.279759
C1.4,51357,0.26038
C1.5,33468,0.257174
C1.6,36865,0.26162
C1.7,35041,0.265015
C1.8,30456,0.263524
C1.9,53141,0.260729
C1.10,56074,0.264847
D1.1,41220,0.147445
D1.2,37606,0.112239
D1.3,26795,0.147303
D1.4,25621,0.112286
D1.5,43906,0.110095
D1.6,38053,0.126133
D1.7,40570,0.116121
D1.8,30179,0.118997
D1.9,26998,0.103958
D1.10,39970,0.117661
D2.1,37384,0.154016
D2.2,34985,0.153003
D2.3,43177,0.161759
D2.4,42615,0.149169
D2.5,40964,0.156203
D2.6,38125,0.14701
D2.7,42515,0.156812
D2.8,35916,0.158395
D2.9,38627,0.153351
D2.10,37320,0.159866
D3.1,38025,0.19272
D3.2,38979,0.194778
D3.3,43808,0.200194
D3.4,40457,0.189843
D3.5,40299,0.183193
D3.6,39802,0.182752
D3.7,40420,0.202879
D3.8,41381,0.198681
D3.9,38343,0.197767
D3.10,38837,0.197124
D4.1,41954,0.220851
D4.2,43302,0.220608
D4.3,43184,0.232404
D4.4,44787,0.214763
D4.5,41319,0.226432
D4.6,39107,0.224883
D4.7,43128,0.225183
D4.8,37989,0.223019
D4.9,43063,0.230441
D4.10,45363,0.225615
D5.1,44589,0.247372
D5.2,43977,0.246659
D5.3,41148,0.241353
D5.4,43550,0.254525
D5.5,43318,0.253618
D5.6,45884,0.239065
D5.7,42811,0.246116
D5.8,40809,0.243924
D5.9,38807,0.244677
D5.10,45553,0.249068
D6.1,39239,0.259553
D6.2,45972,0.270094
D6.3,42708,0.274832
D6.4,44496,0.27298
D6.5,41559,0.287539
D6.6,45013,0.273374
D6.7,42473,0.269343
D6.8,43746,0.28311
D6.9,42528,0.258049
D6.10,44154,0.263884
D7.1,41260,0.282116
D7.2,44511,0.276578
D7.3,44999,0.293245
D7.4,41832,0.294381
D7.5,45858,0.288478
D7.6,39766,0.266062
D7.7,43299,0.275274
D7.8,44156,0.300284
D7.9,43400,0.28092
D7.10,44389,0.281654
D8.1,44453,0.302347
D8.2,44059,0.308176
D8.3,46846,0.309817
D8.4,44957,0.312744
D8.5,46695,0.306075
D8.6,44682,0.318681
D8.7,44809,0.312381
D8.8,43571,0.298632
D8.9,41806,0.306265
D8.10,47458,0.299389
D9.1,48626,0.339543
