D9.2,45238,0.332391
D9.3,45513,0.336361
D9.4,46899,0.314273
D9.5,44379,0.32775
D9.6,46227,0.327548
D9.7,46532,0.311227
D9.8,47816,0.335211
D9.9,44738,0.324524
D9.10,44767,0.337761
D10.1,44262,0.34225
D10.2,46669,0.332305
D10.3,42877,0.338667
D10.4,46833,0.343791
D10.5,45917,0.362388
D10.6,45925,0.351174
D10.7,45594,0.336325
D10.8,44692,0.321249
D10.9,48263,0.339959
D10.10,45077,0.335232
E1.1,45693,0.211321
E1.2,37753,0.221207
E1.3,51345,0.221958
E1.4,48698,0.211124
E1.5,33100,0.213908
E1.6,31633,0.21817
E1.7,51238,0.220166
E1.8,32732,0.228586
E1.9,49522,0.225466
E1.10,52000,0.204844
E2.1,47490,0.301029
E2.2,49619,0.30501
E2.3,54285,0.288868
E2.4,54599,0.315843
E2.5,51641,0.310586
E2.6,50795,0.309703
E2.7,52650,0.313456
E2.8,49211,0.318085
E2.9,55264,0.307081
E2.10,48244,0.627774
E3.1,50618,0.371586
E3.2,46110,0.377841
E3.3,49761,0.37832
E3.4,51289,0.378104
E3.5,47527,0.358332
E3.6,45629,0.341636
E3.7,49944,0.372716
E3.8,48619,0.360557
E3.9,52963,0.384053
E3.10,51695,0.377167
E4.1,49169,0.448334
E4.2,46732,0.410438
E4.3,52540,0.423575
E4.4,47597,0.467833
E4.5,49374,0.425815
E4.6,52350,0.471759
E4.7,48067,0.449361
E4.8,49676,0.448688
E4.9,48926,0.434121
E4.10,49305,0.44437
E5.1,52457,0.470034
E5.2,50095,0.488113
E5.3,52935,0.469247
E5.4,54134,0.484875
E5.5,50201,0.529872
E5.6,51482,0.482029
E5.7,51923,0.504686
E5.8,53631,0.538003
E5.9,51233,0.506641
E5.10,52478,0.524109
E6.1,53321,0.522994
E6.2,52535,0.602034
E6.3,52319,0.590069
E6.4,53733,0.546473
E6.5,53287,0.534889
E6.6,49438,0.538348
E6.7,52517,0.596956
E6.8,56649,0.560545
E6.9,56331,0.541937
E6.10,55928,0.585446
E7.1,52978,0.572844
E7.2,52634,0.630685
E7.3,52751,0.617744
E7.4,53035,0.743672
E7.5,53024,0.645759
E7.6,50499,0.68002
E7.7,53639,0.668829
E7.8,51901,0.729596
E7.9,52369,0.636069
E7.10,52480,0.673606
E8.1,52107,0.677
E8.2,51219,0.671379
E8.3,55433,0.694326
E8.4,55497,0.69408
E8.5,50449,0.648675
E8.6,48911,0.655221
E8.7,51452,0.680787
E8.8,53373,0.784996
E8.9,53267,0.665571
E8.10,54111,0.663829
E9.1,57769,0.690906
E9.2,53845,0.748234
E9.3,52953,0.688338
E9.4,50201,0.715851
E9.5,53485,0.692266
E9.6,55864,0.697425
E9.7,50009,0.645841
E9.8,55364,0.665647
E9.9,55162,0.69359
E9.10,53645,0.673344
E10.1,53156,0.705282
E10.2,55250,0.697494
E10.3,58320,0.742872
E10.4,52394,0.678514
E10.5,58804,0.698239
E10.6,55456,0.751353
E10.7,56938,0.70571
E10.8,56025,0.695735
E10.9,53476,0.763303
E10.10,58101,0.806381
