time spent so far, current solution cost, current qty moves
0.743301,769610,0
98.81,764242,121
99.621,764219,122
100.412,764199,125
408.676,764178,127
511.832,764162,128
512.649,764134,133
513.405,764096,139
514.143,764055,144
514.912,764050,145
515.661,764048,147
516.418,764039,149
610.721,764022,150
611.464,763999,151
622.265,763989,152
623.001,763983,153
623.719,763952,155
624.458,763950,156
776.994,763935,157
777.726,763919,158
802.617,763914,159
932.794,763908,160
932.818,763908,160
