time spent so far, current solution cost, current qty moves
-3.06524e+09,764007,0
3e-06,763976,1
0.149648,763953,2
0.282235,763942,3
0.364864,763933,4
1.76478,763928,5
1.90956,763923,6
2.02657,763921,7
2.57695,763914,9
2.80834,763898,11
5.16218,763897,13
6.67027,763892,15
6.78416,763886,16
33.8736,763875,71
34.0147,763872,72
34.3484,763871,74
34.8622,763865,76
38.5004,763859,83
38.5608,763848,84
40.1301,763845,85
40.4574,763841,87
48.148,763838,95
48.2525,763828,96
48.3944,763822,97
49.262,763817,98
50.6844,763807,102
50.7491,763794,103
50.8831,763790,104
52.0383,763785,106
52.145,763780,107
52.1845,763779,108
52.9571,763770,109
104.547,763766,218
104.627,763755,219
105.75,763746,221
106.052,763736,223
106.183,763727,224
106.358,763726,225
107.973,763719,227
108.085,763710,228
108.71,763708,229
245.906,763696,501
246.475,763670,504
247.281,763667,505
247.348,763666,506
1152.3,763666,2382
