time spent so far, current solution cost, current qty moves
-3.14615e+09,764031,0
3e-06,763989,1
0.03167,763970,2
0.162225,763958,3
1.41962,763944,4
1.57207,763934,5
1.72034,763927,6
1.89314,763924,7
2.3384,763910,8
4.19123,763900,10
4.5544,763899,12
4.80856,763896,13
4.96239,763872,14
38.1708,763865,82
38.2052,763855,83
38.3304,763849,84
42.1902,763831,88
170.511,763827,340
171.524,763817,341
171.707,763815,342
171.751,763814,343
171.874,763813,344
171.991,763810,345
173.923,763808,349
175.613,763798,350
175.752,763789,351
177.265,763784,353
178.449,763780,354
178.634,763777,355
218.364,763771,430
218.479,763766,431
218.61,763732,432
219.819,763728,433
324.404,763725,642
324.565,763711,643
324.71,763708,644
325.31,763707,645
325.382,763704,646
402.857,763685,791
403.031,763684,792
1374,763684,2668
