time spent so far, current solution cost, current qty moves
-2.9756e+09,511271,0
2e-06,511258,1
0.048434,511246,2
0.0896,511199,3
0.160057,511181,5
0.579647,511159,8
0.705992,511150,9
0.755715,511146,10
1.09216,511142,11
1.34936,511131,12
1.38513,511105,13
1.83492,511084,14
2.26754,511069,17
2.29469,511066,18
2.3393,511041,19
2.60773,511023,20
2.62524,511000,21
3.87887,510993,29
4.16183,510990,30
4.21081,510989,31
4.21965,510985,32
5.04965,510968,34
5.45856,510964,38
5.88408,510954,39
6.202,510936,40
6.22506,510931,41
57.3331,510918,402
57.5493,510904,403
57.588,510901,404
57.6153,510895,405
57.6284,510878,406
229.092,510878,1657
