time spent so far, current solution cost, current qty moves
-3.00006e+09,764007,0
1e-06,764000,1
0.200206,763998,2
1.52674,763985,3
1.66363,763973,4
1.80551,763964,5
3.17643,763957,6
3.31536,763950,7
5.02941,763939,8
5.181,763932,9
5.29693,763923,10
5.37791,763921,11
6.78077,763911,14
7.06227,763885,16
7.93517,763878,17
8.78105,763872,18
8.95224,763858,19
9.72632,763842,20
9.86114,763840,21
9.92187,763827,22
9.97278,763825,23
11.7067,763823,24
16.3186,763816,29
17.9348,763813,30
18.1258,763812,31
18.9446,763809,35
81.4948,763808,152
81.6011,763760,153
81.7047,763745,154
81.8143,763737,155
1049.73,763737,2031
