time spent so far, current solution cost, current qty moves
-3.21537e+09,258230,0
1e-06,258200,1
0.009795,258194,2
0.034606,258172,3
0.043077,258148,4
0.085729,258141,5
0.222343,258137,10
0.231744,258136,11
1.48148,258127,91
1.52774,258114,93
2.40402,258106,142
2.43231,258096,145
2.43539,258094,146
3.1283,258090,184
4.36482,258087,266
4.36759,258083,267
4.94967,258067,307
4.95572,258052,308
4.98032,258045,309
4.98935,258044,310
4.99538,258033,311
5.35868,258025,336
5.36088,258018,337
5.36225,258015,338
5.46806,258011,343
5.47891,258008,344
5.51044,257999,346
5.55872,257990,349
5.67873,257979,355
5.68965,257976,357
15.6203,257976,983
