time spent so far, current solution cost, current qty moves
-3.08668e+09,764007,0
3e-06,763976,1
0.140097,763953,2
0.271741,763942,3
0.354179,763933,4
1.758,763928,5
1.89848,763923,6
2.01349,763921,7
2.56045,763914,9
2.79213,763898,11
5.14903,763897,13
6.64995,763892,15
6.76331,763886,16
46.5182,763883,103
46.6322,763868,104
46.6622,763867,105
48.2118,763856,106
48.3734,763838,107
48.6076,763837,108
53.833,763831,116
53.9993,763830,117
144.296,763827,300
144.566,763812,301
144.677,763807,302
144.721,763802,303
145.485,763791,304
501.088,763785,986
501.128,763769,987
501.282,763763,988
501.422,763762,989
502.999,763757,990
503.181,763750,991
504.115,763748,992
504.377,763746,993
1447.84,763746,2869
