time spent so far, current solution cost, current qty moves
-3.05695e+09,764007,0
3e-06,763976,1
0.138582,763953,2
0.271337,763942,3
0.351648,763933,4
1.73259,763928,5
1.86864,763923,6
1.98503,763921,7
2.54002,763914,9
2.77348,763898,11
5.12758,763897,13
6.6296,763892,15
6.74364,763886,16
194.987,763876,405
195.11,763867,406
195.261,763863,407
215.03,763852,441
215.122,763839,442
215.233,763835,443
215.788,763822,444
215.957,763820,445
218.697,763815,449
218.845,763811,450
457.947,763802,906
458.025,763800,907
458.295,763790,908
458.433,763781,909
458.587,763779,910
459.45,763762,911
1418.39,763762,2787
