time spent so far, current solution cost, current qty moves
-2.97645e+09,764218,0
3e-06,764217,1
0.048596,764177,2
1.0463,764176,3
2.58681,764166,8
4.03409,764158,9
4.85403,764153,10
4.95442,764139,11
5.9041,764126,12
6.1098,764110,13
7.51544,764102,14
7.61395,764096,15
9.04567,764085,16
9.15787,764080,17
9.26286,764078,18
13.7891,764058,24
13.9057,764049,25
15.0987,764044,28
15.6103,764029,29
15.6934,764016,30
19.8321,764005,42
20.6682,763998,43
20.8383,763995,44
22.2402,763992,45
22.2666,763991,46
23.8257,763978,48
25.2457,763976,49
26.0833,763968,50
26.2518,763964,51
26.3323,763962,52
26.4914,763961,53
26.5499,763958,54
26.7101,763953,55
28.81,763942,58
1170.84,763942,1934
