time spent so far, current solution cost, current qty moves
-2.89244e+09,511485,0
2e-06,511484,1
0.055347,511477,2
0.106226,511457,3
0.156661,511446,4
0.202837,511436,5
0.573066,511426,6
0.665156,511417,7
26.2866,511408,171
26.3218,511363,172
26.7709,511349,175
27.0273,511332,176
27.073,511326,177
27.0838,511320,178
27.4361,511316,180
66.2366,511304,426
66.2755,511289,427
66.3069,511269,428
66.413,511253,429
66.4628,511244,430
110.484,511240,744
110.539,511236,745
110.788,511232,746
110.815,511224,747
117.888,511209,800
118.913,511200,808
118.938,511188,809
293.698,511188,2060
