time spent so far, current solution cost, current qty moves
-3.13851e+09,764218,0
3e-06,764217,1
0.045554,764177,2
0.999876,764176,3
2.50024,764166,8
3.88335,764158,9
4.65934,764153,10
4.75458,764139,11
5.64001,764126,12
5.83903,764110,13
7.18668,764102,14
7.27366,764096,15
8.59676,764085,16
8.70125,764080,17
8.79882,764078,18
12.4648,764076,24
14.0639,764054,26
15.5756,764053,31
17.1906,764052,32
17.3534,764050,33
18.1354,764032,34
20.6231,764025,39
20.7064,764022,40
32.2073,764018,66
32.2314,764010,67
33.4764,764005,68
35.0921,763995,73
36.4543,763989,74
36.5876,763987,75
60.4224,763985,119
60.5904,763980,120
94.524,763969,187
94.6009,763956,188
94.696,763953,189
96.1178,763938,192
96.1863,763929,193
96.3411,763898,194
1094.92,763898,2070
