time spent so far, current solution cost, current qty moves
-2.95387e+09,511485,0
2.6e-05,511459,1
0.369599,511443,2
0.7795,511433,3
1.51189,511424,4
1.75328,511417,5
108.042,511416,87
111.41,511414,88
173.355,511411,148
174.628,511389,151
175.033,511388,152
182.669,511380,156
182.987,511377,157
183.25,511374,158
244.912,511370,207
245.354,511355,208
388.129,511350,339
388.551,511348,340
389.222,511344,342
396.673,511329,348
399.473,511327,349
414.291,511322,359
414.736,511316,360
415.361,511299,361
417.749,511298,365
482.577,511291,423
483.351,511286,424
486.035,511268,425
544.679,511267,479
545.075,511257,480
550.932,511256,484
551.052,511254,485
553.532,511246,488
553.874,511224,489
556.555,511214,490
1166.18,511201,1053
1167.38,511198,1054
2155.42,511188,1945
3538.35,511188,3196
