time spent so far, current solution cost, current qty moves
-2.93519e+09,764031,0
3.4e-05,763989,1
0.230363,763970,2
1.12665,763958,3
9.46842,763944,4
10.5509,763934,5
11.5967,763927,6
12.8233,763924,7
16.1031,763910,8
28.8757,763900,10
31.4812,763899,12
33.4145,763896,13
34.5052,763872,14
261.697,763865,82
261.948,763855,83
262.816,763849,84
288.821,763831,88
1169.52,763827,340
1176.14,763817,341
1177.46,763815,342
1177.76,763814,343
1178.59,763813,344
1179.4,763810,345
1192.83,763808,349
1204.59,763798,350
1205.56,763789,351
1215.85,763784,353
1223.7,763780,354
1225.04,763777,355
1497.99,763771,430
1498.72,763766,431
1499.59,763732,432
1507.6,763728,433
2228.18,763725,642
2229.35,763711,643
2230.37,763708,644
2234.6,763707,645
2235.1,763704,646
2763.11,763685,791
2764.35,763684,792
9411.76,763684,2668
