time spent so far, current solution cost, current qty moves
-2.82871e+09,764045,0
3.4e-05,763996,1
0.241923,763961,2
1.35049,763934,3
2.40817,763920,4
3.07174,763905,5
10.6315,763886,6
10.8327,763870,7
12.0509,763868,8
20.5018,763847,9
21.1369,763842,10
25.1344,763838,11
32.9269,763836,12
39.2176,763812,14
975.894,763800,281
976.155,763794,282
988.138,763792,284
1080.35,763789,309
1081.33,763777,310
1082.56,763770,311
1094.38,763763,312
1094.71,763760,313
1095.58,763755,314
1102.5,763723,315
1124.38,763714,319
1792.4,763703,521
1793.02,763689,522
1802.86,763679,523
1804.28,763671,524
1805.34,763668,525
1807.75,763659,528
8699.64,763659,2404
