time spent so far, current solution cost, current qty moves
-2.91149e+09,511271,0
2.7e-05,511224,1
0.275127,511203,2
0.38152,511202,3
1.02221,511194,5
3.46483,511185,6
5.45385,511176,7
5.82819,511172,8
6.13031,511134,9
10.0551,511112,11
11.0622,511084,12
15.1779,511071,16
15.3978,511069,17
17.9865,511051,18
18.1345,511030,19
19.9144,511025,20
20.2604,511000,21
27.9721,510990,28
30.1814,510989,29
30.2536,510985,30
38.8249,510971,33
39.0702,510968,34
42.4713,510955,38
42.6538,510945,39
45.1312,510936,40
48.3793,510931,41
126.773,510889,118
126.853,510881,119
127.169,510876,120
127.983,510855,122
128.36,510851,123
133.545,510839,128
133.675,510835,129
136.286,510834,130
256.91,510826,263
257.268,510817,264
1471.35,510813,1444
2777.4,510813,2695
