time spent so far, current solution cost, current qty moves
-2.89735e+09,764218,0
3.4e-05,764217,1
0.344732,764177,2
6.63555,764176,3
16.5241,764166,8
25.8224,764158,9
30.9917,764153,10
31.6694,764139,11
37.4819,764126,12
38.8987,764110,13
47.8348,764102,14
48.4462,764096,15
57.3452,764085,16
58.0646,764080,17
58.736,764078,18
87.1856,764058,24
87.9502,764049,25
95.4183,764044,28
98.7804,764029,29
99.3355,764016,30
125.791,764005,42
130.848,763998,43
132.005,763995,44
140.985,763992,45
141.176,763991,46
150.897,763978,48
159.783,763976,49
164.975,763968,50
166.074,763964,51
166.628,763962,52
167.689,763961,53
168.095,763958,54
169.161,763953,55
182.098,763942,58
6890.57,763942,1934
