time spent so far, current solution cost, current qty moves
-2.76024e+09,763970,0
3.4e-05,763947,1
0.642306,763934,2
1.74104,763919,3
8.25435,763909,4
9.65944,763905,5
10.1064,763903,6
11.3378,763902,7
12.1531,763898,8
15.5296,763897,9
27.9192,763891,11
28.4103,763884,12
38.2826,763878,14
44.8772,763877,15
47.92,763874,17
56.6763,763850,19
58.3229,763846,21
71.7972,763825,24
72.0717,763810,25
73.209,763797,26
84.866,763794,30
86.0392,763792,32
91.9931,763778,34
92.3146,763763,35
6475.87,763763,1911
