time spent so far, current solution cost, current qty moves
-2.74151e+09,511619,0
2.6e-05,511576,1
0.102989,511551,2
0.196177,511541,3
0.671569,511522,4
1.27322,511518,5
4.09534,511513,8
5.50422,511511,9
6.06341,511507,11
6.46603,511499,12
6.6018,511496,13
9.75943,511488,14
10.0667,511485,15
73.7709,511482,73
74.1834,511451,74
79.0962,511441,79
80.0846,511424,80
80.318,511415,81
85.5218,511392,84
368.301,511382,360
368.695,511357,361
370.011,511350,362
370.317,511344,363
370.698,511338,364
370.876,511336,365
381.367,511331,373
381.844,511328,374
382.046,511325,375
385.412,511324,377
1633.78,511324,1628
