time spent so far, current solution cost, current qty moves
-2.97391e+09,511627,0
2.5e-05,511595,1
0.080361,511571,2
0.575317,511557,3
0.741769,511529,4
1.97675,511505,5
4.57945,511498,6
8.08409,511480,8
8.32757,511461,9
10.9798,511449,10
11.3209,511447,11
12.3685,511402,13
12.7574,511400,14
13.262,511388,15
20.0401,511387,21
22.5098,511383,22
22.7949,511381,23
24.3747,511373,25
32.1107,511372,32
32.4037,511370,33
33.915,511369,34
34.4037,511364,35
35.4977,511331,37
37.795,511315,38
48.3498,511299,45
48.7839,511290,46
180.318,511276,181
180.789,511264,182
181.173,511256,183
183.786,511254,184
425.084,511235,428
425.28,511222,429
427.515,511220,432
427.593,511213,433
428.967,511210,434
433.279,511199,440
433.495,511196,441
434.312,511188,445
663.879,511186,690
1879.76,511186,1941
