time spent so far, current solution cost, current qty moves
-2.83003e+09,764031,0
3.3e-05,763989,1
0.249616,763970,2
1.15062,763958,3
9.39308,763944,4
10.4623,763934,5
11.4988,763927,6
12.7133,763924,7
15.9857,763910,8
28.602,763900,10
31.177,763899,12
33.0958,763896,13
34.1675,763872,14
117.726,763855,38
118.144,763833,39
119.173,763821,40
120.422,763808,41
129.566,763797,42
130.779,763795,43
132.208,763794,44
138.002,763788,45
139.268,763761,46
147.996,763746,47
157.653,763741,51
158.131,763730,52
6829.86,763730,1928
