time spent so far, current solution cost, current qty moves
-2.7727e+09,764007,0
3.3e-05,763976,1
0.981284,763953,2
1.8918,763942,3
2.46401,763933,4
11.8168,763928,5
12.7642,763923,6
13.5765,763921,7
17.5618,763914,9
19.2274,763898,11
35.1347,763897,13
45.3792,763892,15
46.1909,763886,16
232.352,763875,71
233.36,763872,72
235.88,763871,74
239.593,763865,76
264.226,763859,83
264.658,763848,84
275.339,763845,85
277.696,763841,87
329.887,763838,95
330.616,763828,96
331.589,763822,97
337.641,763817,98
347.235,763807,102
347.703,763794,103
348.631,763790,104
356.686,763785,106
357.437,763780,107
357.735,763779,108
362.959,763770,109
716.424,763766,218
717.01,763755,219
724.581,763746,221
726.793,763736,223
727.726,763727,224
728.961,763726,225
739.986,763719,227
740.771,763710,228
745.134,763708,229
1681.13,763696,501
1685.25,763670,504
1690.72,763667,505
1691.19,763666,506
7892.53,763666,2382
