time spent so far, current solution cost, current qty moves
-2.78357e+09,511485,0
2.4e-05,511459,1
0.370046,511443,2
0.775122,511433,3
1.50033,511424,4
1.73832,511417,5
398.216,511414,362
398.434,511404,363
399.773,511395,364
399.919,511360,365
402.524,511345,366
402.614,511339,367
404.9,511328,368
405.08,511326,369
508.184,511319,461
508.65,511310,462
509.061,511304,463
797.931,511302,729
800.849,511295,731
801.247,511292,732
802.717,511291,733
809.485,511280,738
809.844,511273,739
810.245,511266,740
812.846,511262,741
825.857,511259,751
826.27,511256,752
2180.18,511256,2003
