ILP,,,,,LP,,,,,,,MIP,,,,,,Primal Dual,,,,,,Greedy,,,,,,Local Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randomized Rounding,,,,,,,,,Trivial,,,,,,,
Input file name,Solution cost,Time spent,Optimal,,Input file name,Solution cost,Time spent,Optimal,Cost / ILP,Time / ILP,,Input file name,Solution cost,Time spent,Cost / ILP,Time / ILP,,Input file name,Solution cost,Time spent,Cost / ILP,Time / ILP,,Input file name,Solution cost,Time spent,Cost / ILP,Time / ILP,,Input file name,Sol cost (Initial = G),LS_G / G,LS_G / ILP,Time spent LS_G,Time (G + LS_G) / ILP,Optimal,Sol cost (Initial = PD),LS_PD / PD,LS_PD / ILP,Time spent LS_PD,Time (PD + LS_LD) / ILP,Optimal,Sol cost (Initial = Trivial),LS_T / T,LS_T / ILP,Time spent LS_T,Time (T + LS_T) / ILP,Optimal,Avg sol cost (Initial = RR),Standard Deviation,LS_RR / RR,LS_RR / ILP,Avg Time spent,Standard Deviation,Time (RR + LP + Dual + LS_RR) / ILP,Cost / ILP,Time / ILP,,,Input file name,Avg Solution cost,Standard Deviation,Avg Time spent,Standard Deviation,Dual Time Spent,Cost / ILP,Time (RR + LP + Dual) / ILP,,Input file name,Solution cost,Time spent,Cost / ILP,Time / ILP,,,
cap71.txt,932615.75,0.143984794616699,1,,cap71.txt,932615.75,0.0576708316802978,1,1,0.400534180250234,,cap71.txt,932615.75,0.0543799400329589,1,0.377678352618576,,cap71.txt,1004290.325,0.03006,1.0768532753173,0.20877204485392,,cap71.txt,932615.75,0.02809,1,0.195090044575736,,cap71.txt,932615.75,1,1,0.00901,0.257666096609463,1,932615.75,0.9286,1,0.01304,0.299337163446572,,932615.75,0.480081904934475,1,0.01274,0.0951977310751828,1,932615.75,0,1,1,0.011515,0.00701616744067269,1.1043998635042,1,0.0625760520337266,,,cap71.txt,932615.75,0,0.012827,0.0299982577457055,0.0770039558410645,1,1.02442614106598,,cap71.txt,1942618,0.000967025756835938,2.08297790381516,0.00671616582438619,,,
cap72.txt,977799.4,0.14197301864624,1,,cap72.txt,977799.4,0.0444211959838867,1,1,0.312884774920317,,cap72.txt,977799.4,0.0403110980987548,1,0.283934922868687,,cap72.txt,1029290.325,0.03177,1.05266000879117,0.223774913733169,,cap72.txt,981538.85,0.11122,1.00382435292965,0.783388287862861,,cap72.txt,977799.4,0.996190217025032,1,0.00951,0.850372846553526,1,977799.4,0.9500,1,0.01052,0.297873500213275,,977799.4,0.502048861737774,1,0.05275,0.383838758106933,1,977799.4,0.000000000122712523838209,1,1,0.0104,0.00096727567023172,1.24951216478863,1,0.0669845586906654,,,cap72.txt,977799.4,0.000000000122712523838209,0.007366,0.0140656960170638,0.115209817886353,1,1.17625880933301,,cap72.txt,1947618,0.00174474716186523,1.99183799867335,0.0122892869257974,,,
cap73.txt,1010641.45,0.0549728870391845,1,,cap73.txt,1010641.45,0.0390639305114746,1,1,0.710603583246955,,cap73.txt,1010641.45,0.0399627685546875,1,0.726954153348398,,cap73.txt,1034060.2,0.03394,1.02317216456934,0.61739526206451,,cap73.txt,1015508.9375,0.02899,1.00481623576789,0.52735087351945,,cap73.txt,1012476.975,0.9970143418851,1.00181619801958,0.00663,0.647955781813136,1,1010641.45,0.9774,1,0.00975,0.79475542131993,,1012476.975,0.518522811425481,1.00181619801958,0.00848,0.711222467157908,1,1010641.45,0,1,1,0.010695,0.00126564212951371,2.1123654036856,1,0.17736015925542,,,cap73.txt,1010641.45,0,0.003661,0.000688951699645515,0.0627028942108154,1,1.91781495207158,,cap73.txt,1952618,0.0306179523468018,1.93205810032826,0.556964605569604,,,
cap74.txt,1034976.975,0.0388457775115966,1,,cap74.txt,1034976.975,0.142371177673339,1,1,3.66503611958435,,cap74.txt,1034976.975,0.0407681465148925,1,1.04948720624068,,cap74.txt,1056051.55,0.03313,1.02036236120132,0.852859747500477,,cap74.txt,1042643.6875,0.04151,1.00740761648345,1.0685846096814,,cap74.txt,1034976.975,0.992646852810875,1,0.0083,1.28225004597038,1,1034976.975,0.9800,1,0.00702,1.03357436951839,,1034976.975,0.528017688220811,1,0.00839,0.249217218086184,1,1034976.975,0.000000000122712523838209,1,1,0.008613,0.00106110058168132,5.80503067983379,1,0.213665436288982,,,cap74.txt,1034976.975,0.000000000122712523838209,0.003386,0.0006056805171779,0.0711307525634766,1,5.58330773974258,,cap74.txt,1960118,0.00129103660583496,1.8938759483031,0.0332349276687678,,,
cap101.txt,796648.4375,0.0601258277893066,1,,cap101.txt,796648.4375,0.0888519287109375,1,1,1.47776641050653,,cap101.txt,796648.4375,0.0562927722930908,1,0.936249434940877,,cap101.txt,882720.85,0.05518,1.10804315736827,0.917742042460724,,cap101.txt,798591.125,0.05354,1.00243857567348,0.890465910716694,,cap101.txt,797508.725,0.99864461303649,1.00107988349629,0.02303,1.27349598026853,1,797508.725,0.9035,1.00107988349629,0.03921,1.56987443617013,,797508.725,0.410532963763334,1.00107988349629,0.04393,0.764363504397548,1,796648.4375,0,1,1,0.02354,0.00133254976976055,3.91757753251966,1.00107988349629,0.383030069551839,,,cap101.txt,796648.4375,0,0.007814,0.00920325932603348,0.115341663360596,1,3.52606525126693,,cap101.txt,1942618,0.00202798843383789,2.43848843298585,0.0337290729858121,,,
cap102.txt,854704.2,0.0587260723114013,1,,cap102.txt,854704.2,0.0688321590423584,1,1,1.17208858575402,,cap102.txt,854704.2,0.0536530017852783,1,0.913614680388934,,cap102.txt,868159.4875,0.05763,1.01574262475837,0.981335848486695,,cap102.txt,858109.325,0.06041,1.0039839806567,1.02867427740901,,cap102.txt,854704.2,0.99603182846195,1,0.02269,1.41504440411668,1,854704.2,0.9845,1,0.04007,1.66365629701805,,854704.2,0.43884591331565,1,0.04352,0.772300144449182,1,854704.2,0,1,1,0.023766,0.00131824968129039,3.67752193995494,1,0.386370126707672,,,cap102.txt,854704.2,0,0.008394,0.0105847061576807,0.1149742603302,1,3.27282945730467,,cap102.txt,1947618,0.00183415412902832,2.27870414115199,0.0312323650609992,,,
cap103.txt,893782.1125,0.0603950023651123,1,,cap103.txt,893782.1125,0.0863528251647949,1,1,1.42980084085032,,cap103.txt,893782.1125,0.0608589649200439,1,1.00768213489134,,cap103.txt,939268.2125,0.06113,1.05089170991884,1.01216984197541,,cap103.txt,902413.2625,0.09759,1.00965688379672,1.61586217697333,,cap103.txt,894008.1375,0.990685946949943,1.00025288601868,0.01995,1.94618752209699,1,895027.1875,0.9529,1.00139304085704,0.02019,1.3464690258374,,895027.1875,0.458372906272502,1.00139304085704,0.02541,0.44667415920889,1,893782.1125,0,1,1,0.040433,0.0177343796997057,4.14151546651403,1.00025288601868,0.33032534512366,,,cap103.txt,893782.1125,0,0.005917,0.00300280998029808,0.117424011230469,1,3.47203954273533,,cap103.txt,1952618,0.00156688690185547,2.18466891728044,0.0259439827882281,,,
cap104.txt,928941.75,0.0601091384887695,1,,cap104.txt,928941.75,0.0838489532470703,1,1,1.39494518396294,,cap104.txt,928941.75,0.0592908859252929,1,0.986387218581922,,cap104.txt,967071.9875,0.05977,1.04104696284778,0.994357954592331,,cap104.txt,932527.1875,0.05461,1.00385970110612,0.90851410239731,,cap104.txt,928941.75,0.996155138908484,1,0.01543,1.16521383870917,1,928941.75,0.9606,1,0.01365,1.221444889178,,928941.75,0.473921340449912,1,0.01696,0.307625838264926,1,928941.75,0,1,1,0.017227,0.00264191449941557,3.68887651842803,1,0.256699736311857,,,cap104.txt,928941.75,0,0.004228,0.000633610465682364,0.11643123626709,1,3.40228116149709,,cap104.txt,1960118,0.00153112411499023,2.11005480160624,0.0254724015929175,,,
cap131.txt,793439.5625,0.125276803970336,1,,cap131.txt,793439.5625,0.153403043746948,1,1,1.22451275004806,,cap131.txt,793439.5625,0.106557130813598,1,0.850573509512818,,cap131.txt,882720.85,0.18311,1.11252437075193,1.46164329067142,,cap131.txt,795382.25,0.15328,1.00244843790481,1.22353057503203,,cap131.txt,794299.85,0.99863914488914,1.00108425082471,0.11192,2.11691224229185,1,794299.85,0.8998,1.00108425082471,0.22313,3.24273917537194,,794299.85,0.229767196364332,1.00108425082471,0.25519,2.05836996123317,1,793439.5625,0,1,1,0.123668,0.0191573819830488,4.16482476595829,1.00108425082471,0.893381667259817,,,cap131.txt,793439.5625,0,0.014919,0.015715121132916,0.229765892028809,1,3.17766676000147,,cap131.txt,3456976.725,0.00267601013183594,4.35695028126355,0.0213607790670457,,,
cap132.txt,851495.325,0.121948957443237,1,,cap132.txt,851495.325,0.120770215988159,1,1,0.990334140776672,,cap132.txt,851495.325,0.102815389633178,1,0.843101833658849,,cap132.txt,908902.1625,0.20551,1.06741885224091,1.68521325896253,,cap132.txt,854900.45,0.10391,1.00399899435737,0.852077805161774,,cap132.txt,851495.325,0.996016933901485,1,0.09491,1.63035424138451,1,851495.325,0.9368,1,0.08228,2.35992177410747,,851495.325,0.245956397930434,1,0.14786,1.23470557534737,1,851495.325,0,1,1,0.116116,0.0347605054304131,3.73188147423122,1,0.778276436222731,,,cap132.txt,851495.325,0,0.010993,0.00136007393589875,0.207219839096069,1,2.7797126124839,,cap132.txt,3461976.725,0.00271105766296387,4.06576128295243,0.0222310851999352,,,
