time spent so far, current solution cost, current qty moves
-2.9621e+09,764218,0
9e-06,764217,1
0.050264,764177,2
1.11694,764176,3
2.73366,764166,13
4.24822,764158,14
5.12481,764153,15
5.23491,764139,16
6.23144,764126,17
6.44834,764110,18
7.90714,764102,19
8.00624,764096,20
9.45621,764085,21
9.57311,764080,22
9.68388,764078,23
13.7016,764076,35
15.4447,764054,37
18.7745,764053,47
18.8943,764052,48
19.0711,764050,49
19.9583,764032,50
31.0828,764030,96
31.2587,764027,97
31.5999,764010,98
31.6921,764007,99
31.8657,763998,100
32.9839,763992,101
33.1517,763990,102
33.3152,763989,103
33.4314,763979,104
36.2765,763968,108
38.1058,763959,110
38.1788,763949,111
41.6495,763946,134
44.0653,763945,142
44.4269,763939,144
52.9366,763939,951
