time spent so far, current solution cost, current qty moves
-3.16155e+09,764007,0
8e-06,763976,1
0.154317,763953,2
0.3001,763942,3
0.392602,763933,4
1.8979,763928,5
2.04712,763923,6
2.17551,763921,7
2.80062,763914,9
3.05253,763898,11
5.62489,763897,13
7.26647,763892,15
7.39347,763886,16
17.684,763882,96
17.7323,763874,97
17.8882,763870,98
18.0314,763867,99
19.0217,763864,100
19.1181,763856,101
19.2526,763854,102
21.2548,763852,108
23.294,763850,119
23.4603,763847,120
23.5688,763840,121
23.9113,763838,122
24.8639,763834,123
30.1346,763833,138
31.8419,763831,139
33.7942,763827,149
41.2052,763827,949
