time spent so far, current solution cost, current qty moves
0,516339,0
14.5445,512069,102
40.2965,512068,103
40.3614,512036,105
48.7429,512035,106
61.2817,512017,107
78.5375,511997,108
78.6061,511983,110
78.6743,511963,111
78.7471,511950,114
78.8104,511934,116
86.3722,511900,117
88.2618,511897,118
88.3172,511887,119
100.227,511869,120
100.289,511866,121
145.872,511854,122
160.677,511832,123
160.739,511826,125
160.829,511764,130
160.896,511755,132
161.695,511753,133
171.295,511733,134
171.368,511716,137
183.25,511700,138
277.211,511700,138
