Input file name,Solution cost,Time spent,Optimal
ga250a-1,257618.97971249625,2.9443368911743164,1
ga250a-2,257253.05930771425,2.663050889968872,1
ga250a-3,257553.76864122733,2.752279043197632,1
ga250a-4,257659.85610574545,2.743069887161255,1
ga250a-5,257787.65731403875,2.4959359169006348,1
ga250b-1,273297.70639858407,2.927351713180542,1
ga250b-2,272721.5271867551,3.0104708671569824,1
ga250b-3,273460.6985449034,3.1642041206359863,1
ga250b-4,273668.1902054254,3.1139469146728516,1
ga250b-5,273678.73957691964,2.643568992614746,1
ga250c-1,322967.14100008167,3.342939853668213,1
ga250c-2,321241.6899701278,3.7060019969940186,1
ga250c-3,322884.49750659824,3.359238862991333,1
ga250c-4,322223.28746676614,3.083625316619873,1
ga250c-5,323048.6741543708,3.143012762069702,1
ga500a-1,510588.96603526035,15.414075136184692,1
ga500a-2,510472.2437150151,15.450884819030762,1
ga500a-3,510139.0359696918,13.981745958328247,1
ga500a-4,510382.6053499021,13.594999074935913,1
ga500a-5,510487.72090861906,22.29078984260559,1
ga500b-1,533338.5748547546,17.617271184921265,1
ga500b-2,533087.5736446131,23.951066970825195,1
ga500b-3,532735.6923125891,34.09466910362244,1
ga500b-4,532841.9354453445,16.584238052368164,1
ga500b-5,532968.808283468,17.712330102920532,1
ga500c-1,602860.9910826758,29.854169130325317,1
ga500c-2,602812.4535625252,16.217518091201782,1
ga500c-3,602380.2238127883,18.438292026519775,1
ga500c-4,603260.8010495363,16.57651996612549,1
ga500c-5,601500.7404554583,15.157732009887695,1
ga750a-1,762464.4543606946,42.092336893081665,1
ga750a-2,762520.1522565078,34.79193186759949,1
ga750a-3,762568.5145450627,50.427290201187134,1
ga750a-4,762738.5141895191,42.607754945755005,1
ga750a-5,762637.0323256992,51.850101947784424,1
ga750b-1,790121.8739998711,88.91642498970032,1
ga750b-2,789512.4318806868,53.23678684234619,1
ga750b-3,789618.4642548542,45.034010887145996,1
ga750b-4,790345.0606928397,109.24293494224548,1
ga750b-5,789647.2571450043,48.888765811920166,1
ga750c-1,875624.6741566838,67.98862910270691,1
ga750c-2,873946.7189547692,66.89185500144958,1
ga750c-3,874108.9109320395,50.93601608276367,1
ga750c-4,875565.9286803931,60.67973589897156,1
ga750c-5,873191.4683024276,48.79332494735718,1
gs250a-1,257640.73928381037,2.6829798221588135,1
gs250a-2,257294.13732306592,2.958853006362915,1
gs250a-3,257260.29984958973,2.688676118850708,1
gs250a-4,257611.33808386402,2.636660099029541,1
gs250a-5,257573.6004531944,2.526616096496582,1
gs250b-1,273700.34201095445,3.0332109928131104,1
gs250b-2,273034.92641928646,2.7676639556884766,1
gs250b-3,273048.51539226685,2.878876209259033,1
gs250b-4,273738.36185220705,4.143726825714111,1
gs250b-5,273373.3696214999,3.111912965774536,1
gs250c-1,322705.42139259184,3.3269550800323486,1
gs250c-2,323223.5576709359,3.372939109802246,1
gs250c-3,321988.9376293063,3.3622560501098633,1
gs250c-4,322939.7127999343,3.306748867034912,1
gs250c-5,322664.19688181614,3.2168362140655518,1
gs500a-1,510409.8978960878,12.879710912704468,1
gs500a-2,510448.7279053581,15.20786714553833,1
gs500a-3,510321.4317123208,14.911970853805542,1
gs500a-4,510369.56949030916,13.131014823913574,1
gs500a-5,510494.48846156127,13.403589010238647,1
gs500b-1,533026.6731904343,17.538721084594727,1
gs500b-2,533096.0566785863,22.149865865707397,1
gs500b-3,532832.1852387082,17.738423109054565,1
gs500b-4,532717.2185131541,15.0694899559021,1
gs500b-5,533098.1498061246,16.535679817199707,1
gs500c-1,601986.2043261953,16.521757125854492,1
gs500c-2,602293.4186775408,19.784321784973145,1
gs500c-3,601981.8584681475,18.054701805114746,1
gs500c-4,602136.7523478116,22.132041931152344,1
gs500c-5,603116.0103649601,15.572843074798584,1
gs750a-1,762564.9299044692,50.970860958099365,1
gs750a-2,762529.435970815,76.20265030860901,1
gs750a-3,762568.1013803293,39.25665807723999,1
gs750a-4,762788.2976043174,52.356086015701294,1
gs750a-5,762528.8667008313,38.92843008041382,1
gs750b-1,790349.3877217517,44.91404604911804,1
gs750b-2,789669.8658547001,51.97810101509094,1
gs750b-3,789935.5685335952,61.943784952163696,1
gs750b-4,790080.789500028,47.06013321876526,1
gs750b-5,789902.8144770816,60.50438714027405,1
gs750c-1,875363.8757402456,55.05828404426575,1
gs750c-2,874186.58191953,53.86686325073242,1
gs750c-3,874762.4681514273,60.406434059143066,1
gs750c-4,875410.5697934676,49.78906583786011,1
gs750c-5,875956.352680799,53.88335990905762,1
