Input file name,Solution cost,Time spent,Optimal
cap71.txt,932615.75,0.09105706214904785,1
cap72.txt,977799.4000000001,0.04783010482788086,1
cap73.txt,1010641.4500000002,0.07874822616577148,1
cap74.txt,1034976.9750000001,0.04182696342468262,1
cap101.txt,796648.4375000001,0.0872800350189209,1
cap102.txt,854704.2000000001,0.062355756759643555,1
cap103.txt,893782.1125,0.06781125068664551,1
cap104.txt,928941.7500000001,0.10359978675842285,1
cap131.txt,793439.5625000001,0.1451399326324463,1
cap132.txt,851495.3250000001,0.12047195434570312,1
cap133.txt,893076.7125000001,0.12019705772399902,1
cap134.txt,928941.7500000001,0.12117624282836914,1
capa.txt,17156454.478299998,7.534226179122925,1
capb.txt,12979071.581429973,7.418664216995239,1
capc.txt,11505594.328779988,14.365771055221558,1
B1.1,23468.0,1.070694923400879,1
B1.2,22119.0,0.40470290184020996,1
B1.3,23549.0,0.38225698471069336,1
B1.4,20747.0,0.6384420394897461,1
B1.5,23976.0,1.8857512474060059,1
B1.6,21014.0,0.5663392543792725,1
B1.7,22103.0,1.7732810974121094,1
B1.8,20338.0,1.5916261672973633,1
B1.9,25038.0,3.8955960273742676,1
B1.10,21864.0,3.6697957515716553,1
C1.1,16781.0,4.974781036376953,1
C1.2,15842.0,3.459463119506836,1
C1.3,17668.0,6.890649080276489,1
C1.4,16799.0,5.77492094039917,1
C1.5,17491.0,15.176025152206421,1
C1.6,17911.0,15.408628940582275,1
C1.7,17268.0,15.241038799285889,1
C1.8,17677.0,8.770112037658691,1
C1.9,17565.0,7.045947074890137,1
C1.10,17994.0,7.578165054321289,1
D1.1,14190.0,1.996830940246582,1
D1.2,14293.0,2.08744215965271,1
D1.3,14252.0,1.6844799518585205,1
D1.4,13209.0,1.701476812362671,1
D1.5,12166.0,0.5043106079101562,1
D1.6,13893.0,1.5751087665557861,1
D1.7,13844.0,1.5854098796844482,1
D1.8,13350.0,3.261399745941162,1
D1.9,14055.0,2.85237193107605,1
D1.10,14634.0,4.170269966125488,1
D2.1,18312.0,1.9937536716461182,1
D2.2,19208.0,3.573511838912964,1
D2.3,19590.0,2.6537599563598633,1
D2.4,18901.0,2.9361331462860107,1
D2.5,19443.0,3.123465061187744,1
D2.6,19891.0,3.8808858394622803,1
D2.7,19253.0,2.7121388912200928,1
D2.8,19331.0,4.04561185836792,1
